id_job,gpu_id,avgmemoryutilization_pct,avgsmutilization_pct,memoryutilization_pct_avg,pcierxbandwidth_megabytes_avg,pcietxbandwidth_megabytes_avg,totalexecutiontime_sec,powerusage_watts_avg
1731710019,0,8.0,12.0,10.0,1325.0,1100.0,284.16,63.5912
1731710019,1,8.0,12.0,8.0,1350.0,1099.0,284.16,59.9649
1731710019,1,8.0,12.0,8.0,1320.0,1104.0,285.16,58.676
1731710019,0,8.0,12.0,8.0,1376.0,1119.0,285.16,63.1938
1731710019,1,8.0,12.0,8.0,1354.0,1116.0,282.16,61.4959
1731710019,1,8.0,12.0,9.0,1325.0,1096.0,284.16,59.1844
1731710019,0,8.0,12.0,10.0,1408.0,1094.0,284.16,57.8317
1731710019,0,8.0,12.0,8.0,1406.0,1122.0,284.16,67.2597
1731710019,0,8.0,12.0,8.0,1347.0,1113.0,282.16,59.6343
1731710019,0,8.0,12.0,7.0,1347.0,1090.0,284.17,60.5728
1731710019,1,8.0,12.0,7.0,1412.0,1114.0,284.17,59.1609
1731710019,0,8.0,12.0,8.0,1389.0,1099.0,285.17,60.7084
1731710019,1,8.0,12.0,10.0,1359.0,1110.0,284.16,65.1897
1731710019,1,8.0,12.0,9.0,1425.0,1113.0,285.15,64.3003
1731710019,0,8.0,12.0,9.0,1361.0,1107.0,285.15,58.3577
1731710019,1,8.0,12.0,6.0,1337.0,1105.0,285.17,64.9536
1935556880,0,2.0,4.0,1.0,2089.0,1177.0,75.02,43.8321
1935556880,1,2.0,4.0,1.0,1723.0,1169.0,75.02,42.3839
1935556880,1,2.0,4.0,2.0,1603.0,1681.0,76.67,42.2611
1935556880,0,2.0,4.0,2.0,1034.0,756.0,75.02,41.8538
1935556880,1,2.0,4.0,1.0,986.0,1824.0,75.02,44.3313
1935556880,1,2.0,4.0,3.0,2133.0,1741.0,75.04,41.7646
1935556880,1,2.0,4.0,1.0,337.0,630.0,75.01,43.0966
1935556880,1,2.0,4.0,2.0,587.0,580.0,75.02,43.3757
1935556880,0,2.0,4.0,3.0,155.0,1582.0,76.67,41.8526
1935556880,1,2.0,4.0,3.0,1231.0,816.0,76.67,41.9742
1935556880,0,2.0,4.0,3.0,260.0,895.0,75.02,41.4285
1935556880,1,2.0,4.0,1.0,79.0,1017.0,76.69,40.5329
1935556880,0,2.0,4.0,1.0,1053.0,303.0,76.69,39.6011
1935556880,0,2.0,4.0,2.0,268.0,239.0,75.01,43.6163
1935556880,0,2.0,4.0,3.0,1133.0,1631.0,75.04,41.4449
1935556880,0,2.0,4.0,2.0,1726.0,992.0,76.67,41.6359
1987726872,1,11.0,15.0,11.0,1034.0,694.0,6152.93,65.6765
1987726872,0,11.0,15.0,11.0,1011.0,681.0,6152.93,65.746
1987726872,1,11.0,15.0,11.0,1003.0,682.0,6152.92,69.1243
1987726872,1,11.0,15.0,11.0,1096.0,387.0,6152.92,69.9715
1987726872,0,11.0,15.0,12.0,1077.0,908.0,6152.92,65.4479
1987726872,1,11.0,15.0,12.0,1109.0,659.0,6152.95,71.4707
1987726872,0,11.0,15.0,11.0,1078.0,391.0,6152.92,70.3636
1987726872,0,11.0,15.0,11.0,1146.0,453.0,6152.91,69.2009
1987726872,1,11.0,15.0,12.0,1090.0,658.0,6152.9,68.3778
1987726872,0,11.0,15.0,12.0,1097.0,393.0,6152.89,68.711
1987726872,1,11.0,15.0,11.0,1033.0,640.0,6152.89,70.3736
1987726872,0,11.0,15.0,11.0,1055.0,731.0,6152.92,67.0354
1987726872,1,11.0,15.0,12.0,1056.0,729.0,6152.9,65.4557
1987726872,0,11.0,15.0,11.0,1033.0,743.0,6152.9,71.5599
1987726872,1,11.0,15.0,11.0,1043.0,1659.0,6153.27,63.4664
1987726872,1,11.0,15.0,11.0,1056.0,353.0,6152.94,66.0206
1987726872,1,11.0,15.0,11.0,1188.0,644.0,6152.9,67.8871
1987726872,0,11.0,15.0,12.0,1070.0,202.0,6152.9,70.2756
1987726872,0,11.0,15.0,11.0,1057.0,705.0,6152.9,68.2776
1987726872,0,11.0,15.0,12.0,1031.0,799.0,6153.27,66.3448
1987726872,0,11.0,15.0,12.0,1130.0,430.0,6152.92,69.3898
1987726872,1,11.0,15.0,12.0,1149.0,460.0,6152.92,68.4678
1987726872,0,11.0,15.0,11.0,1033.0,681.0,6154.55,70.055
1987726872,0,11.0,15.0,11.0,1033.0,745.0,6152.95,68.3305
1987726872,1,11.0,15.0,11.0,1033.0,696.0,6154.55,66.8065
1987726872,1,11.0,15.0,12.0,1051.0,725.0,6152.89,65.7853
1987726872,0,11.0,15.0,11.0,1039.0,697.0,6152.9,69.3341
1987726872,1,11.0,15.0,12.0,1108.0,662.0,6152.9,68.7028
1987726872,1,11.0,15.0,11.0,1132.0,449.0,6152.91,71.1419
1987726872,1,11.0,15.0,11.0,1072.0,388.0,6154.59,67.8618
1987726872,0,11.0,15.0,11.0,1099.0,391.0,6154.59,66.8177
1987726872,0,11.0,15.0,11.0,1063.0,710.0,6152.9,65.7182
1987726872,0,11.0,15.0,11.0,1061.0,672.0,6152.92,69.8913
